title,plot,director,cast,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,War,Western
The Litch,"An undead zombie wizard known as ""The Litch"" is hellbent on devouring his victims and possessing the weak when his sacred crystal is stolen by a smalltime crook and his crew of bigbreasted witches. The Litch uses its power to transform into slimy mutant creatures, spilling gallons of blood from his victims on his quest to retrieve the crystal in order to rule the four worlds. Vinnie Crowley ...",James Balsamo,"James Balsamo, Dave Stein, Tom Sizemore, Debra Lamb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House with 100 Eyes,"Ed and Susan appear to be a normal loving couple, however, they are far from it. They are snuff filmmakers and want to make the first ever triple feature; Three victims, three kills, all in one night. In order to provide their fans with everything youd get on a straight DVD, they have rigged their entire house with cameras and audio for your viewing pleasure. Eds plan slowly unravels and it all...","Jay Lee, Jim Roof","Jim Roof, Shannon Malone, Larissa Lynch, Liz Burghdorf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 A.M. 3D: Part 2,The Third Night follows a series of events that occur after a motorcycle gang leader by the name of Rang dies. The Convent is about an allgirl convent school where occasionally the sound of someone playing a piano is heard from the old abandon chapel. The Offering is about a shop that sells paper money and offerings to the dead.,"Isara Nadee, Kirati Nakintanon, Putipong Saisikaew","Sinjai Plengpanich, Supanart Jittaleela, Ray MacDonald, Thawat Pornrattanaprasert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Da Possessed,"A cowardly man unwittingly unleashes three spirits seeking revenge against the family he works for. The spirits take turns taking over his body, causing all sorts of mischief along the way.",Joyce Bernal,"Vhong Navarro, Solenn Heussaff, John Lapus, Empoy Marquez",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacrament,"Leaving the city behind for a weekend of booze, bud and bonding at the coast, seven friends find themselves stranded en route to the Gulf Coast of Texas when a big storm interferes with their plans. The town of Middle Spring is more than happy to welcome them with open arms, however; located in the rhinestone buckle of the Bible Belt, Middle Spring is smackdab in the middle of a big barbecue and...",Shawn Ewert,"Avery Pfeiffer, Troy Ford, Brittany Badali, Amanda Rebholz",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bilocation,"""Bilocation"" is a supernatural phenomenon in which an individual appears in two different places at the same time, which has been reported historically worldwide. What if your alter ego exceeds your experience and ability? And what if he/she tries to prevent you from standing in the way of him/her? Can you accept it, or will you kill the other ""you""? Bilocation depicts the nightmare of an alter ...",Mari Asato,"Asami Mizukawa, Yôsuke Asari, Chûkichi Kubo, Maiko",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Visitantes,"A regular family starts seeing apparitions of horrible ghosts, making them go crazy and turn against themselves.",Acán Coen,"Kate del Castillo, Raúl Méndez, Osvaldo de León, Aurora Papile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula 2012,"The film is a horror film which is based on Bram Stokers famous novel Dracula. Set in South India, the film shows the arrival of dracula and the series of deaths thereafter. When the secret of dracula opens to a few Mantriks, they set out to search and destroy him but do they succeed in this endeavor forms the story of the film.",Vinayan,"Thilakan, Shradha Das, Monal Gajjar, Nassar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The House Across the Street,"A woman notices some very disturbing things about her new small town neighborhood. With the help of a police officer who also thinks that the town is hiding something, she attempts to unravel the sinister mystery.",Arthur Luhn,"Ethan Embry, Eric Roberts, Courtney Gains, Alex Rocco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Grimmerson Manor,"When guests are stranded in a remote hotel during a windstorm, they find themselves at the mercy of an unknown killer determined to murder every last soul.",Rob Marchitti,"Taylor Dooley, Sasha Jackson, Vanessa Ross, Devanny Pinn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Murder in Miami,"In modern Miami, gleaming new condo skyscrapers become the backdrop to this Film Noir thriller. After several beautiful models are murdered by a disguised serial killer, a young and successful fashion photographer becomes the prime suspect. As more women are murdered, he finds himself in a race to clear his name and save his own life, and in the process, uncovers some dark secrets hidden behind ...",Will Vázquez,"Joseph Myers, Caroline Gutierrez, Oscar A Diaz, Andy Sottilare",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Mumbai 125 KM 3D,"On their way to a New Years Eve party in Mumbai, a group of five friends encounter supernatural occurrences on a highway, 125 kilometres outside the city.",Hemant Madhukar,"Karanvir Bohra, Vedita Pratap Singh, Veena Malik, Joe Debroy",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Nanabijou Tapes,"In 2010, Four documentary filmmakers travel to Thunder Bay, Ontario, Canada in search of clues regarding the ancient myth of Nanabijou, and missing persons cases. Their journey brings them to the Sleeping Giant Provincial park, where they find themselves victims of a supernatural force. Two months later, their camcorder is found.",Chris Borgo,"Jeremy Siegfried, Steve Jankovic, Ryan Graham, Chris Borgo",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Bad Building,"The Desmond has stood empty for years. With a history of fires, murders and madness not even squatters will go there. But now Johnny Craig, host of Americas Most Haunted, is going to host a primetime special there.",Philip Granger,"Simone Alexander, Jimmy Breau, Kindall Charters, Bram Costello",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flaying,"Four teenage friends go on a road trip through Argentina. On their way, they find a castle left abandoned in the middle of a forest. They decide to investigate further, only to discover its gruesome secrets and former residents.",Nicolás AmelioOrtiz,"Olivia Tykocki, Juan Sebastian Alvarez Windey, Celeste Subatin, Emilio Martin",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bunni,"Following a Halloween party, an attractive girl and her friends must fight to escape the nightmarish dwelling of a twisted killer with a dark secret.",Daniel Benedict,"Sara Ammons, Daniel Benedict, Johnny Bilson, Eli Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seventy-Nine,"In an abandoned asylum, doctors carry out secret experiments on unsuspecting patients. The experiments, codenamed Limes, are designed to cure violent episodes through new methods of brainwashing and mind manipulation.",Filip Maciejewicz,"Adrian Voo, Bo Linton, Athena Baumeister, Velta Moore",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Hush Up Sweet Charlotte,"Old Charlotte Holler is about to lose everything, especially her mind.",William Clift,"Mink Stole, Jesse Pepe, David Millbern, Jason Stuart",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paranoia Tapes,"From the creators of After the Dawn, LA Maniac, Play Hooky, and Dirty BO , Comes a found footage movie that will surely put you on the edge of your seats. With the inspiration of true stories, Jack Hunters PARANOIA TAPES will send a chill down the bottom of your spine.","Chad Clinton Freeman, Amy Hesketh, Aaron Normand","Paige Lauren Billiot, Kasey Connolly, Autumn Duncan, Nicola Fiore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voodoo Possession,"Imagine an insatiable demon that feeds on blood, thrives on pain, and reaches from beyond the grave to torment the living...and the dead. For believers and skeptics alike, there is nothing in this world or the next to rival the relentless evil of a Voodoo Possession. Burdened since childhood with a gnawing sense of guilt, cynical Aiden Chase journeys to a Haitian insane asylum in search of his ...",Walter Boholst,"Danny Trejo, Ryan Caltagirone, Kerry Knuppe, David Thomas Jenkins",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Diane,"When a disabled war veteran discovers the dead body of a beautiful singer in his back yard, his fascination with her photographic image soon turns to obsession.",Michael Mongillo,"Jason Alan Smith, Carlee Avers, Margaret Rose Champagne, Dick Boland",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Entrance,"ENTRANCE is about the limits of our perception, how the things lurking on the periphery of our lives can lead to horrific conclusions; about how she fell out of love with the city, but it wouldnt let her go.","Dallas Richard Hallam, Patrick Horvath","Suziey Block, Karen Baird, Farley Burge, Karen Gorham",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7th and Westlake: Nino's Revenge,Inter city horror movie hood film drugs action and alot more,Michael H Royal,"Omar Gooding, Samuel Monroe Jr, Dashun Woodard, Richard Baker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920: Evil Returns,"This story revolves around a famous poet who meets a woman who is in trouble. In order to treat her, he takes her to Shimla in a big hospital, but soon that woman gets possessed by devil and goes out of control. Now the question remains that what is the relation that poet shares with her which compelled him to go to any extent to save her, why she was possessed by devil and who is the devil.",Bhushan Patel,"Vicky Ahuja, Tia Bajpai, Sharad Kelkar, Vidya Malvade",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
308,"Desperate for a job, Naya lucked out as her best friend offers her a job as a housekeeper at a 5 star hotel by the beach. But the hotel has one strange rule : Never ever open room number 308 under any circumstance. Based on the true legend of Nyi Roro Kidul, the spirit of the Queen of the South Sea that supposedly lives in room 308 in Samudra Hotel.",Jose Poernomo,"Shandy Aulia, Denny Sumargo, Kartika Putri, Ki Kusumo",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Stab 7: Knife of the Hunter,"Two years have passed since the last GhostFace attack and survivor Shannon Nightingale is back on her feet in a new town. Shannon has turned her trauma into motivation and has become a successful, wellknown therapist and has since retired from acting, giving up her role in the Stab series. When reports of a new GhostFace murder in New Hampshire reach Shannon, she decides to return home to stop ...",Joshua Patrick Dudley,"Joshua Patrick Dudley, Tajoura Davis, Rachel Alexandria Arnold, Stephanie Maheu",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Deep Sleep,"After murdering a woman, a killer that is traumatized from his childhood memories, gets a mysterious envelope slipped under his door. The hunter becomes the prey when he finds out that the envelope contains photos that show him killing the young woman.",Luciano Onetti,"Luciano Onetti, Daiana García, Silvia Duhalde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Eyes Diary,"It has been three months since Nott (Punjan) become full of sadness and suffering like he has never been. Its because that one night which cause him to lose Pla (Focus) his beloved girlfriend in the motorcycle accident. He wants to forget but cannot, his hear is full of guilt and sorrow and almost burst with grief. The only way for him to get through this is to meet Pla again in her afterlife, ...",Chookiat Sakveerakul,"Prama Immanothai, Focus Jirakul, Chonnikan Netjui, Kittisak Patomburana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Sea Serpent,"A serpent, created by radioactivity, threatens a Spanish coastal town.",Amando de Ossorio,"Timothy Bottoms, Taryn Power, Jared Martin, Ray Milland",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Boo,Some high school crushes never die.,Erica D Hayes,"Eboni Deberry, Ashlee McLemore, Revon Yousif",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Look,"In the tradition of classic horror movies, ""Dont Look"" is the story of five friends who leave NYC for a weekend theyll never forget.",Luciana Faulhaber,"Luciana Faulhaber, Hailey Heisick, Jeff Berg, Curtis K Case",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhoot Returns,"A family moves into a possessed bungalow. A sudden turn of events in the house leaves them astonished. When things worsen, escape seems to be their last resort.",Ram Gopal Varma,"JD Chakravarthi, Madhu Shalini, Alayana Sharma, Nitin Jadhav",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Calling Bell,"Newly married couple Karthik(Ravi Varma), Vyshali(Mamatha) leading their married life very happily in their villa. Suddenly Karthik realizes that she is not his wife, he is living with a ghost. Karthik with the help of Swamy(Gandhi) buried her in the garden . With out Karthiks knowledge Vishal (Naresh Kaveti) brother of Karthik and his four friends Riya(Vriti Khanna), Amar(Sankeerth), Nisha(...",PannaRoyal,"Jeeva, Vriti Khanna, Kishore, Mamatha Rahuth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Vampire's Tale,When a dysfunctional family moves into a remote farm terror emerges from the darkness in the form of a vampire cowboy hell bent on revenge.,Drew Cullingham,"Doug Bradley, Rita Ramnani, Jonnie Hurn, Natalia Celino",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Clash of the Dead,"To celebrate the centenary of WW1, a TV Documentary team travels to the Somme to put together a ratings smash about new mysteries relating to the famous battle. However, what they unearth is far from a new story of those that died 100 years ago  but an army of the undead and a brand new war.","Freddie HuttonMills, Bart Ruspoli","Philip Barantini, Robert Bladen, Kacey Clarke, Kyle Frank",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Den of Darkness,"After moving with her husband to a new house to cope from the accident that recently blinded her, a Den Mother continues to be haunted by guilt over the death of a girl scout until the couple find a little girl living hidden in their house, revealing unthinkable dark secrets.",Sandra Lindo,"Monika Tilling, Eric Giancoli, Mackinlee Waddell, Ada Luz Pla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Moleman of Belmont Avenue,The Mugg Brothers inherit an apartment building with a monster living in the basement thats eating everything in sight.,"Mike Bradecich, John LaFlamboy","Justin DiGiacomo, Mike Bradecich, John LaFlamboy, Nicholas Barron",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Sun,"Greece. Sometime in the near future. A seaside resort struck by a heavy heat wave. Water is rare and violence is mounting. Ashraf, a solitary immigrant, is looking after a villa while its owners are away. On a dusty road crushed by the sun, he is stopped by a police officer for an identity check.",Joyce A Nashawati,"Ziad Bakri, Mimi Denissi, LouisDo de Lencquesaing, Yannis Stankoglou",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HazMat,"Trapped inside an abandoned building, a group of friends must fight for their lives from a disturbed axwielding maniac.",Lou Simon,"Norbert Velez, Aniela McGuinness, Todd Bruno, Gema Calero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Elliot,"Elliot is a lonely maintenance worker inside a stark and mysterious power supply complex. His only interactions are with a supervisor named Face who communicates to Elliot via different video monitors and overhead speakers located throughout the facility. Sentries are always keeping a close eye on Elliot to make sure he stays on task. When Elliot does have a rare moment alone, he plugs into his ...",Craig Jacobson,"Julia Berkowitz, Joshua Coffy, Geoffrey Colburn, Robert Pristine Condition Gammel",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
